moneyness,maturity,fitted_vol
0.652104,0.0794521,0.388726
0.652104,0.0828627,0.387999
0.652104,0.0862734,0.387166
0.652104,0.0896841,0.386212
0.652104,0.0930948,0.385126
0.652104,0.0965055,0.383895
0.652104,0.0999161,0.382511
0.652104,0.103327,0.380965
0.652104,0.106737,0.379257
0.652104,0.110148,0.377391
0.652104,0.113559,0.375379
0.652104,0.11697,0.373242
0.652104,0.12038,0.371009
0.652104,0.123791,0.368716
0.652104,0.127202,0.366405
0.652104,0.130612,0.364122
0.652104,0.134023,0.36191
0.652104,0.137434,0.359807
0.652104,0.140844,0.357847
0.652104,0.144255,0.356051
0.652104,0.147666,0.354435
0.652104,0.151076,0.353002
0.652104,0.154487,0.35175
0.652104,0.157898,0.350669
0.652104,0.161308,0.349747
0.652104,0.164719,0.348967
0.652104,0.16813,0.348313
0.652104,0.17154,0.347769
0.652104,0.174951,0.34732
0.652104,0.178362,0.34695
0.652104,0.181772,0.346646
0.652104,0.185183,0.346399
0.652104,0.188594,0.346197
0.652104,0.192004,0.346034
0.652104,0.195415,0.345901
0.652104,0.198826,0.345794
0.652104,0.202237,0.345707
0.652104,0.205647,0.345638
0.652104,0.209058,0.345581
0.652104,0.212469,0.345536
0.652104,0.215879,0.345499
0.652104,0.21929,0.34547
0.652104,0.222701,0.345446
0.652104,0.226111,0.345427
0.652104,0.229522,0.345411
0.652104,0.232933,0.345398
0.652104,0.236343,0.345388
0.652104,0.239754,0.34538
0.652104,0.243165,0.345374
0.652104,0.246575,0.345368
0.669848,0.0794521,0.388146
0.669848,0.0828627,0.387531
0.669848,0.0862734,0.386829
0.669848,0.0896841,0.386028
0.669848,0.0930948,0.385117
0.669848,0.0965055,0.384084
0.669848,0.0999161,0.382917
0.669848,0.103327,0.381607
0.669848,0.106737,0.380145
0.669848,0.110148,0.378529
0.669848,0.113559,0.376759
0.669848,0.11697,0.374841
0.669848,0.12038,0.372791
0.669848,0.123791,0.37063
0.669848,0.127202,0.368388
0.669848,0.130612,0.3661
0.669848,0.134023,0.363809
0.669848,0.137434,0.361554
0.669848,0.140844,0.359377
0.669848,0.144255,0.357312
0.669848,0.147666,0.35539
0.669848,0.151076,0.353631
0.669848,0.154487,0.352046
0.669848,0.157898,0.350639
0.669848,0.161308,0.349407
0.669848,0.164719,0.34834
0.669848,0.16813,0.347427
0.669848,0.17154,0.346652
0.669848,0.174951,0.346
0.669848,0.178362,0.345455
0.669848,0.181772,0.345001
0.669848,0.185183,0.344627
0.669848,0.188594,0.344318
0.669848,0.192004,0.344064
0.669848,0.195415,0.343857
0.669848,0.198826,0.343687
0.669848,0.202237,0.343549
0.669848,0.205647,0.343436
0.669848,0.209058,0.343344
0.669848,0.212469,0.343269
0.669848,0.215879,0.343208
0.669848,0.21929,0.343158
0.669848,0.222701,0.343118
0.669848,0.226111,0.343085
0.669848,0.229522,0.343058
0.669848,0.232933,0.343036
0.669848,0.236343,0.343018
0.669848,0.239754,0.343003
0.669848,0.243165,0.342991
0.669848,0.246575,0.342981
0.687593,0.0794521,0.387129
0.687593,0.0828627,0.386591
0.687593,0.0862734,0.385981
0.687593,0.0896841,0.385288
0.687593,0.0930948,0.384503
0.687593,0.0965055,0.383616
0.687593,0.0999161,0.382615
0.687593,0.103327,0.381491
0.687593,0.106737,0.380235
0.687593,0.110148,0.378838
0.687593,0.113559,0.377297
0.687593,0.11697,0.37561
0.687593,0.12038,0.373781
0.687593,0.123791,0.371821
0.687593,0.127202,0.369746
0.687593,0.130612,0.36758
0.687593,0.134023,0.365352
0.687593,0.137434,0.363099
0.687593,0.140844,0.360856
0.687593,0.144255,0.358664
0.687593,0.147666,0.356557
0.687593,0.151076,0.354568
0.687593,0.154487,0.35272
0.687593,0.157898,0.351031
0.687593,0.161308,0.34951
0.687593,0.164719,0.34816
0.687593,0.16813,0.346975
0.687593,0.17154,0.345948
0.687593,0.174951,0.345066
0.687593,0.178362,0.344315
0.687593,0.181772,0.343681
0.687593,0.185183,0.343149
0.687593,0.188594,0.342704
0.687593,0.192004,0.342335
0.687593,0.195415,0.342029
0.687593,0.198826,0.341777
0.687593,0.202237,0.341569
0.687593,0.205647,0.341398
0.687593,0.209058,0.341257
0.687593,0.212469,0.341142
0.687593,0.215879,0.341048
0.687593,0.21929,0.34097
0.687593,0.222701,0.340906
0.687593,0.226111,0.340854
0.687593,0.229522,0.340811
0.687593,0.232933,0.340775
0.687593,0.236343,0.340746
0.687593,0.239754,0.340722
0.687593,0.243165,0.340702
0.687593,0.246575,0.340685
0.705337,0.0794521,0.385615
0.705337,0.0828627,0.385127
0.705337,0.0862734,0.384576
0.705337,0.0896841,0.383955
0.705337,0.0930948,0.383254
0.705337,0.0965055,0.382467
0.705337,0.0999161,0.381583
0.705337,0.103327,0.380593
0.705337,0.106737,0.379489
0.705337,0.110148,0.378262
0.705337,0.113559,0.376907
0.705337,0.11697,0.375418
0.705337,0.12038,0.373795
0.705337,0.123791,0.372039
0.705337,0.127202,0.37016
0.705337,0.130612,0.36817
0.705337,0.134023,0.366088
0.705337,0.137434,0.36394
0.705337,0.140844,0.361754
0.705337,0.144255,0.359564
0.705337,0.147666,0.357405
0.705337,0.151076,0.355309
0.705337,0.154487,0.353308
0.705337,0.157898,0.351428
0.705337,0.161308,0.349689
0.705337,0.164719,0.348103
0.705337,0.16813,0.346677
0.705337,0.17154,0.345411
0.705337,0.174951,0.3443
0.705337,0.178362,0.343335
0.705337,0.181772,0.342504
0.705337,0.185183,0.341796
0.705337,0.188594,0.341195
0.705337,0.192004,0.340689
0.705337,0.195415,0.340265
0.705337,0.198826,0.339911
0.705337,0.202237,0.339617
0.705337,0.205647,0.339373
0.705337,0.209058,0.33917
0.705337,0.212469,0.339003
0.705337,0.215879,0.338865
0.705337,0.21929,0.338751
0.705337,0.222701,0.338657
0.705337,0.226111,0.33858
0.705337,0.229522,0.338516
0.705337,0.232933,0.338463
0.705337,0.236343,0.338419
0.705337,0.239754,0.338382
0.705337,0.243165,0.338352
0.705337,0.246575,0.338326
0.723081,0.0794521,0.38349
0.723081,0.0828627,0.383027
0.723081,0.0862734,0.382508
0.723081,0.0896841,0.381926
0.723081,0.0930948,0.381274
0.723081,0.0965055,0.380546
0.723081,0.0999161,0.379732
0.723081,0.103327,0.378827
0.723081,0.106737,0.377822
0.723081,0.110148,0.37671
0.723081,0.113559,0.375484
0.723081,0.11697,0.37414
0.723081,0.12038,0.372675
0.723081,0.123791,0.371088
0.723081,0.127202,0.369382
0.723081,0.130612,0.367564
0.723081,0.134023,0.365645
0.723081,0.137434,0.363643
0.723081,0.140844,0.361578
0.723081,0.144255,0.359475
0.723081,0.147666,0.357363
0.723081,0.151076,0.355271
0.723081,0.154487,0.35323
0.723081,0.157898,0.351267
0.723081,0.161308,0.349408
0.723081,0.164719,0.347671
0.723081,0.16813,0.346072
0.723081,0.17154,0.344619
0.723081,0.174951,0.343316
0.723081,0.178362,0.34216
0.723081,0.181772,0.341145
0.723081,0.185183,0.340264
0.723081,0.188594,0.339503
0.723081,0.192004,0.338853
0.723081,0.195415,0.338301
0.723081,0.198826,0.337833
0.723081,0.202237,0.337441
0.723081,0.205647,0.337111
0.723081,0.209058,0.336837
0.723081,0.212469,0.336608
0.723081,0.215879,0.336417
0.723081,0.21929,0.336259
0.723081,0.222701,0.336128
0.723081,0.226111,0.336019
0.723081,0.229522,0.335929
0.723081,0.232933,0.335854
0.723081,0.236343,0.335791
0.723081,0.239754,0.33574
0.723081,0.243165,0.335696
0.723081,0.246575,0.33566
0.740826,0.0794521,0.380584
0.740826,0.0828627,0.380124
0.740826,0.0862734,0.379611
0.740826,0.0896841,0.37904
0.740826,0.0930948,0.378404
0.740826,0.0965055,0.377698
0.740826,0.0999161,0.376914
0.740826,0.103327,0.376047
0.740826,0.106737,0.375091
0.740826,0.110148,0.374039
0.740826,0.113559,0.372886
0.740826,0.11697,0.371628
0.740826,0.12038,0.370262
0.740826,0.123791,0.368787
0.740826,0.127202,0.367204
0.740826,0.130612,0.365518
0.740826,0.134023,0.363736
0.740826,0.137434,0.36187
0.740826,0.140844,0.359934
0.740826,0.144255,0.357947
0.740826,0.147666,0.355931
0.740826,0.151076,0.353911
0.740826,0.154487,0.351911
0.740826,0.157898,0.349957
0.740826,0.161308,0.348073
0.740826,0.164719,0.34628
0.740826,0.16813,0.344597
0.740826,0.17154,0.343037
0.740826,0.174951,0.341609
0.740826,0.178362,0.340316
0.740826,0.181772,0.339159
0.740826,0.185183,0.338135
0.740826,0.188594,0.337236
0.740826,0.192004,0.336454
0.740826,0.195415,0.335778
0.740826,0.198826,0.335199
0.740826,0.202237,0.334705
0.740826,0.205647,0.334287
0.740826,0.209058,0.333933
0.740826,0.212469,0.333635
0.740826,0.215879,0.333385
0.740826,0.21929,0.333176
0.740826,0.222701,0.333001
0.740826,0.226111,0.332856
0.740826,0.229522,0.332734
0.740826,0.232933,0.332632
0.740826,0.236343,0.332548
0.740826,0.239754,0.332477
0.740826,0.243165,0.332418
0.740826,0.246575,0.332368
0.75857,0.0794521,0.376687
0.75857,0.0828627,0.376211
0.75857,0.0862734,0.375682
0.75857,0.0896841,0.375096
0.75857,0.0930948,0.374447
0.75857,0.0965055,0.373731
0.75857,0.0999161,0.372942
0.75857,0.103327,0.372074
0.75857,0.106737,0.371124
0.75857,0.110148,0.370085
0.75857,0.113559,0.368955
0.75857,0.11697,0.36773
0.75857,0.12038,0.366408
0.75857,0.123791,0.36499
0.75857,0.127202,0.363476
0.75857,0.130612,0.361872
0.75857,0.134023,0.360182
0.75857,0.137434,0.358417
0.75857,0.140844,0.356588
0.75857,0.144255,0.35471
0.75857,0.147666,0.3528
0.75857,0.151076,0.350877
0.75857,0.154487,0.348962
0.75857,0.157898,0.347076
0.75857,0.161308,0.345239
0.75857,0.164719,0.343471
0.75857,0.16813,0.341788
0.75857,0.17154,0.340204
0.75857,0.174951,0.338731
0.75857,0.178362,0.337376
0.75857,0.181772,0.336142
0.75857,0.185183,0.33503
0.75857,0.188594,0.334036
0.75857,0.192004,0.333156
0.75857,0.195415,0.332383
0.75857,0.198826,0.331709
0.75857,0.202237,0.331125
0.75857,0.205647,0.330622
0.75857,0.209058,0.33019
0.75857,0.212469,0.329822
0.75857,0.215879,0.329509
0.75857,0.21929,0.329243
0.75857,0.222701,0.329018
0.75857,0.226111,0.328828
0.75857,0.229522,0.328668
0.75857,0.232933,0.328533
0.75857,0.236343,0.328419
0.75857,0.239754,0.328323
0.75857,0.243165,0.328242
0.75857,0.246575,0.328174
0.776314,0.0794521,0.371593
0.776314,0.0828627,0.371085
0.776314,0.0862734,0.370524
0.776314,0.0896841,0.369904
0.776314,0.0930948,0.369223
0.776314,0.0965055,0.368474
0.776314,0.0999161,0.367655
0.776314,0.103327,0.36676
0.776314,0.106737,0.365786
0.776314,0.110148,0.364731
0.776314,0.113559,0.363591
0.776314,0.11697,0.362364
0.776314,0.12038,0.361052
0.776314,0.123791,0.359655
0.776314,0.127202,0.358176
0.776314,0.130612,0.35662
0.776314,0.134023,0.354993
0.776314,0.137434,0.353304
0.776314,0.140844,0.351565
0.776314,0.144255,0.349786
0.776314,0.147666,0.347984
0.776314,0.151076,0.346173
0.776314,0.154487,0.344371
0.776314,0.157898,0.342592
0.776314,0.161308,0.340855
0.776314,0.164719,0.339174
0.776314,0.16813,0.337562
0.776314,0.17154,0.336033
0.776314,0.174951,0.334596
0.776314,0.178362,0.333257
0.776314,0.181772,0.332021
0.776314,0.185183,0.330891
0.776314,0.188594,0.329864
0.776314,0.192004,0.32894
0.776314,0.195415,0.328114
0.776314,0.198826,0.32738
0.776314,0.202237,0.326732
0.776314,0.205647,0.326163
0.776314,0.209058,0.325665
0.776314,0.212469,0.325233
0.776314,0.215879,0.324857
0.776314,0.21929,0.324533
0.776314,0.222701,0.324253
0.776314,0.226111,0.324012
0.776314,0.229522,0.323804
0.776314,0.232933,0.323626
0.776314,0.236343,0.323473
0.776314,0.239754,0.323342
0.776314,0.243165,0.323229
0.776314,0.246575,0.323132
0.794058,0.0794521,0.365181
0.794058,0.0828627,0.364636
0.794058,0.0862734,0.364037
0.794058,0.0896841,0.36338
0.794058,0.0930948,0.36266
0.794058,0.0965055,0.361875
0.794058,0.0999161,0.361021
0.794058,0.103327,0.360095
0.794058,0.106737,0.359095
0.794058,0.110148,0.358019
0.794058,0.113559,0.356866
0.794058,0.11697,0.355638
0.794058,0.12038,0.354334
0.794058,0.123791,0.35296
0.794058,0.127202,0.351518
0.794058,0.130612,0.350015
0.794058,0.134023,0.348458
0.794058,0.137434,0.346856
0.794058,0.140844,0.34522
0.794058,0.144255,0.343561
0.794058,0.147666,0.34189
0.794058,0.151076,0.340222
0.794058,0.154487,0.338569
0.794058,0.157898,0.336944
0.794058,0.161308,0.335359
0.794058,0.164719,0.333825
0.794058,0.16813,0.332353
0.794058,0.17154,0.33095
0.794058,0.174951,0.329624
0.794058,0.178362,0.328379
0.794058,0.181772,0.327219
0.794058,0.185183,0.326146
0.794058,0.188594,0.325159
0.794058,0.192004,0.324256
0.794058,0.195415,0.323436
0.794058,0.198826,0.322695
0.794058,0.202237,0.322027
0.794058,0.205647,0.321429
0.794058,0.209058,0.320895
0.794058,0.212469,0.320421
0.794058,0.215879,0.319999
0.794058,0.21929,0.319627
0.794058,0.222701,0.319297
0.794058,0.226111,0.319007
0.794058,0.229522,0.318751
0.794058,0.232933,0.318526
0.794058,0.236343,0.318329
0.794058,0.239754,0.318155
0.794058,0.243165,0.318002
0.794058,0.246575,0.317867
0.811803,0.0794521,0.357528
0.811803,0.0828627,0.356959
0.811803,0.0862734,0.356336
0.811803,0.0896841,0.355656
0.811803,0.0930948,0.354917
0.811803,0.0965055,0.354115
0.811803,0.0999161,0.353249
0.811803,0.103327,0.352317
0.811803,0.106737,0.351318
0.811803,0.110148,0.350252
0.811803,0.113559,0.349121
0.811803,0.11697,0.347925
0.811803,0.12038,0.34667
0.811803,0.123791,0.345358
0.811803,0.127202,0.343996
0.811803,0.130612,0.342591
0.811803,0.134023,0.34115
0.811803,0.137434,0.339682
0.811803,0.140844,0.338197
0.811803,0.144255,0.336705
0.811803,0.147666,0.335217
0.811803,0.151076,0.333741
0.811803,0.154487,0.332289
0.811803,0.157898,0.330869
0.811803,0.161308,0.329491
0.811803,0.164719,0.328161
0.811803,0.16813,0.326885
0.811803,0.17154,0.32567
0.811803,0.174951,0.324518
0.811803,0.178362,0.323433
0.811803,0.181772,0.322415
0.811803,0.185183,0.321465
0.811803,0.188594,0.320583
0.811803,0.192004,0.319767
0.811803,0.195415,0.319015
0.811803,0.198826,0.318325
0.811803,0.202237,0.317693
0.811803,0.205647,0.317116
0.811803,0.209058,0.316591
0.811803,0.212469,0.316114
0.811803,0.215879,0.315681
0.811803,0.21929,0.31529
0.811803,0.222701,0.314937
0.811803,0.226111,0.314618
0.811803,0.229522,0.31433
0.811803,0.232933,0.314071
0.811803,0.236343,0.313839
0.811803,0.239754,0.313629
0.811803,0.243165,0.313441
0.811803,0.246575,0.313273
0.829547,0.0794521,0.348998
0.829547,0.0828627,0.348435
0.829547,0.0862734,0.347822
0.829547,0.0896841,0.347156
0.829547,0.0930948,0.346437
0.829547,0.0965055,0.345662
0.829547,0.0999161,0.34483
0.829547,0.103327,0.343941
0.829547,0.106737,0.342997
0.829547,0.110148,0.341997
0.829547,0.113559,0.340945
0.829547,0.11697,0.339844
0.829547,0.12038,0.338698
0.829547,0.123791,0.337513
0.829547,0.127202,0.336294
0.829547,0.130612,0.335049
0.829547,0.134023,0.333784
0.829547,0.137434,0.332509
0.829547,0.140844,0.331231
0.829547,0.144255,0.329959
0.829547,0.147666,0.3287
0.829547,0.151076,0.327462
0.829547,0.154487,0.326252
0.829547,0.157898,0.325077
0.829547,0.161308,0.323941
0.829547,0.164719,0.322849
0.829547,0.16813,0.321804
0.829547,0.17154,0.32081
0.829547,0.174951,0.319867
0.829547,0.178362,0.318975
0.829547,0.181772,0.318137
0.829547,0.185183,0.317349
0.829547,0.188594,0.316612
0.829547,0.192004,0.315924
0.829547,0.195415,0.315283
0.829547,0.198826,0.314687
0.829547,0.202237,0.314133
0.829547,0.205647,0.31362
0.829547,0.209058,0.313145
0.829547,0.212469,0.312706
0.829547,0.215879,0.312301
0.829547,0.21929,0.311927
0.829547,0.222701,0.311583
0.829547,0.226111,0.311266
0.829547,0.229522,0.310976
0.829547,0.232933,0.310709
0.829547,0.236343,0.310465
0.829547,0.239754,0.310241
0.829547,0.243165,0.310037
0.829547,0.246575,0.30985
0.847291,0.0794521,0.340208
0.847291,0.0828627,0.339691
0.847291,0.0862734,0.33913
0.847291,0.0896841,0.338525
0.847291,0.0930948,0.337874
0.847291,0.0965055,0.337177
0.847291,0.0999161,0.336433
0.847291,0.103327,0.335645
0.847291,0.106737,0.334812
0.847291,0.110148,0.333938
0.847291,0.113559,0.333025
0.847291,0.11697,0.332076
0.847291,0.12038,0.331098
0.847291,0.123791,0.330094
0.847291,0.127202,0.329071
0.847291,0.130612,0.328035
0.847291,0.134023,0.326991
0.847291,0.137434,0.325948
0.847291,0.140844,0.32491
0.847291,0.144255,0.323885
0.847291,0.147666,0.322878
0.847291,0.151076,0.321894
0.847291,0.154487,0.320939
0.847291,0.157898,0.320015
0.847291,0.161308,0.319125
0.847291,0.164719,0.318273
0.847291,0.16813,0.317459
0.847291,0.17154,0.316684
0.847291,0.174951,0.315949
0.847291,0.178362,0.315253
0.847291,0.181772,0.314596
0.847291,0.185183,0.313975
0.847291,0.188594,0.313391
0.847291,0.192004,0.312841
0.847291,0.195415,0.312324
0.847291,0.198826,0.311837
0.847291,0.202237,0.311381
0.847291,0.205647,0.310952
0.847291,0.209058,0.310549
0.847291,0.212469,0.310171
0.847291,0.215879,0.309818
0.847291,0.21929,0.309486
0.847291,0.222701,0.309177
0.847291,0.226111,0.308887
0.847291,0.229522,0.308617
0.847291,0.232933,0.308366
0.847291,0.236343,0.308132
0.847291,0.239754,0.307916
0.847291,0.243165,0.307715
0.847291,0.246575,0.307529
0.865036,0.0794521,0.331853
0.865036,0.0828627,0.331415
0.865036,0.0862734,0.330943
0.865036,0.0896841,0.330435
0.865036,0.0930948,0.329892
0.865036,0.0965055,0.329313
0.865036,0.0999161,0.328699
0.865036,0.103327,0.328051
0.865036,0.106737,0.32737
0.865036,0.110148,0.32666
0.865036,0.113559,0.325923
0.865036,0.11697,0.325162
0.865036,0.12038,0.324382
0.865036,0.123791,0.323588
0.865036,0.127202,0.322783
0.865036,0.130612,0.321973
0.865036,0.134023,0.321162
0.865036,0.137434,0.320357
0.865036,0.140844,0.319561
0.865036,0.144255,0.318778
0.865036,0.147666,0.318014
0.865036,0.151076,0.31727
0.865036,0.154487,0.31655
0.865036,0.157898,0.315856
0.865036,0.161308,0.31519
0.865036,0.164719,0.314552
0.865036,0.16813,0.313944
0.865036,0.17154,0.313364
0.865036,0.174951,0.312813
0.865036,0.178362,0.312289
0.865036,0.181772,0.311793
0.865036,0.185183,0.311321
0.865036,0.188594,0.310875
0.865036,0.192004,0.310451
0.865036,0.195415,0.310049
0.865036,0.198826,0.309667
0.865036,0.202237,0.309305
0.865036,0.205647,0.308961
0.865036,0.209058,0.308634
0.865036,0.212469,0.308323
0.865036,0.215879,0.308028
0.865036,0.21929,0.307749
0.865036,0.222701,0.307484
0.865036,0.226111,0.307233
0.865036,0.229522,0.306997
0.865036,0.232933,0.306774
0.865036,0.236343,0.306564
0.865036,0.239754,0.306367
0.865036,0.243165,0.306183
0.865036,0.246575,0.306011
0.88278,0.0794521,0.324484
0.88278,0.0828627,0.324145
0.88278,0.0862734,0.323781
0.88278,0.0896841,0.32339
0.88278,0.0930948,0.322973
0.88278,0.0965055,0.32253
0.88278,0.0999161,0.322062
0.88278,0.103327,0.32157
0.88278,0.106737,0.321056
0.88278,0.110148,0.320521
0.88278,0.113559,0.319969
0.88278,0.11697,0.319401
0.88278,0.12038,0.318821
0.88278,0.123791,0.318233
0.88278,0.127202,0.31764
0.88278,0.130612,0.317045
0.88278,0.134023,0.316453
0.88278,0.137434,0.315866
0.88278,0.140844,0.315288
0.88278,0.144255,0.314722
0.88278,0.147666,0.31417
0.88278,0.151076,0.313635
0.88278,0.154487,0.313117
0.88278,0.157898,0.312618
0.88278,0.161308,0.312139
0.88278,0.164719,0.31168
0.88278,0.16813,0.311242
0.88278,0.17154,0.310823
0.88278,0.174951,0.310423
0.88278,0.178362,0.310042
0.88278,0.181772,0.309678
0.88278,0.185183,0.309331
0.88278,0.188594,0.308999
0.88278,0.192004,0.308681
0.88278,0.195415,0.308377
0.88278,0.198826,0.308086
0.88278,0.202237,0.307806
0.88278,0.205647,0.307537
0.88278,0.209058,0.307279
0.88278,0.212469,0.307032
0.88278,0.215879,0.306794
0.88278,0.21929,0.306566
0.88278,0.222701,0.306347
0.88278,0.226111,0.306138
0.88278,0.229522,0.305939
0.88278,0.232933,0.305749
0.88278,0.236343,0.305569
0.88278,0.239754,0.305399
0.88278,0.243165,0.305238
0.88278,0.246575,0.305087
0.900524,0.0794521,0.31842
0.900524,0.0828627,0.318183
0.900524,0.0862734,0.317927
0.900524,0.0896841,0.317654
0.900524,0.0930948,0.317364
0.900524,0.0965055,0.317055
0.900524,0.0999161,0.31673
0.900524,0.103327,0.316389
0.900524,0.106737,0.316034
0.900524,0.110148,0.315665
0.900524,0.113559,0.315285
0.900524,0.11697,0.314895
0.900524,0.12038,0.314498
0.900524,0.123791,0.314096
0.900524,0.127202,0.313691
0.900524,0.130612,0.313286
0.900524,0.134023,0.312883
0.900524,0.137434,0.312485
0.900524,0.140844,0.312093
0.900524,0.144255,0.311709
0.900524,0.147666,0.311335
0.900524,0.151076,0.310971
0.900524,0.154487,0.31062
0.900524,0.157898,0.31028
0.900524,0.161308,0.309954
0.900524,0.164719,0.30964
0.900524,0.16813,0.309338
0.900524,0.17154,0.309049
0.900524,0.174951,0.308771
0.900524,0.178362,0.308505
0.900524,0.181772,0.308248
0.900524,0.185183,0.308001
0.900524,0.188594,0.307763
0.900524,0.192004,0.307533
0.900524,0.195415,0.307311
0.900524,0.198826,0.307095
0.900524,0.202237,0.306886
0.900524,0.205647,0.306683
0.900524,0.209058,0.306486
0.900524,0.212469,0.306295
0.900524,0.215879,0.30611
0.900524,0.21929,0.305931
0.900524,0.222701,0.305758
0.900524,0.226111,0.30559
0.900524,0.229522,0.30543
0.900524,0.232933,0.305276
0.900524,0.236343,0.305128
0.900524,0.239754,0.304988
0.900524,0.243165,0.304855
0.900524,0.246575,0.304728
0.918269,0.0794521,0.313785
0.918269,0.0828627,0.313641
0.918269,0.0862734,0.313486
0.918269,0.0896841,0.31332
0.918269,0.0930948,0.313144
0.918269,0.0965055,0.312957
0.918269,0.0999161,0.312761
0.918269,0.103327,0.312555
0.918269,0.106737,0.31234
0.918269,0.110148,0.312117
0.918269,0.113559,0.311888
0.918269,0.11697,0.311653
0.918269,0.12038,0.311413
0.918269,0.123791,0.311171
0.918269,0.127202,0.310927
0.918269,0.130612,0.310683
0.918269,0.134023,0.310439
0.918269,0.137434,0.310199
0.918269,0.140844,0.309961
0.918269,0.144255,0.309728
0.918269,0.147666,0.3095
0.918269,0.151076,0.309278
0.918269,0.154487,0.309062
0.918269,0.157898,0.308853
0.918269,0.161308,0.30865
0.918269,0.164719,0.308454
0.918269,0.16813,0.308264
0.918269,0.17154,0.30808
0.918269,0.174951,0.307902
0.918269,0.178362,0.307729
0.918269,0.181772,0.30756
0.918269,0.185183,0.307396
0.918269,0.188594,0.307237
0.918269,0.192004,0.30708
0.918269,0.195415,0.306927
0.918269,0.198826,0.306777
0.918269,0.202237,0.30663
0.918269,0.205647,0.306486
0.918269,0.209058,0.306344
0.918269,0.212469,0.306205
0.918269,0.215879,0.30607
0.918269,0.21929,0.305937
0.918269,0.222701,0.305808
0.918269,0.226111,0.305683
0.918269,0.229522,0.305562
0.918269,0.232933,0.305445
0.918269,0.236343,0.305333
0.918269,0.239754,0.305226
0.918269,0.243165,0.305124
0.918269,0.246575,0.305027
0.936013,0.0794521,0.310596
0.936013,0.0828627,0.310533
0.936013,0.0862734,0.310465
0.936013,0.0896841,0.310393
0.936013,0.0930948,0.310316
0.936013,0.0965055,0.310234
0.936013,0.0999161,0.310148
0.936013,0.103327,0.310058
0.936013,0.106737,0.309963
0.936013,0.110148,0.309866
0.936013,0.113559,0.309764
0.936013,0.11697,0.30966
0.936013,0.12038,0.309554
0.936013,0.123791,0.309446
