moneyness,maturity,fitted_vol
0.936013,0.127202,0.309337
0.936013,0.130612,0.309227
0.936013,0.134023,0.309117
0.936013,0.137434,0.309007
0.936013,0.140844,0.308898
0.936013,0.144255,0.30879
0.936013,0.147666,0.308684
0.936013,0.151076,0.308578
0.936013,0.154487,0.308474
0.936013,0.157898,0.308372
0.936013,0.161308,0.308272
0.936013,0.164719,0.308173
0.936013,0.16813,0.308075
0.936013,0.17154,0.307978
0.936013,0.174951,0.307882
0.936013,0.178362,0.307788
0.936013,0.181772,0.307693
0.936013,0.185183,0.3076
0.936013,0.188594,0.307506
0.936013,0.192004,0.307413
0.936013,0.195415,0.30732
0.936013,0.198826,0.307227
0.936013,0.202237,0.307134
0.936013,0.205647,0.307042
0.936013,0.209058,0.30695
0.936013,0.212469,0.306859
0.936013,0.215879,0.30677
0.936013,0.21929,0.306681
0.936013,0.222701,0.306594
0.936013,0.226111,0.306509
0.936013,0.229522,0.306427
0.936013,0.232933,0.306347
0.936013,0.236343,0.30627
0.936013,0.239754,0.306196
0.936013,0.243165,0.306125
0.936013,0.246575,0.306058
0.953757,0.0794521,0.308812
0.953757,0.0828627,0.308818
0.953757,0.0862734,0.308825
0.953757,0.0896841,0.308832
0.953757,0.0930948,0.308839
0.953757,0.0965055,0.308847
0.953757,0.0999161,0.308854
0.953757,0.103327,0.308862
0.953757,0.106737,0.308869
0.953757,0.110148,0.308876
0.953757,0.113559,0.308883
0.953757,0.11697,0.308889
0.953757,0.12038,0.308895
0.953757,0.123791,0.3089
0.953757,0.127202,0.308904
0.953757,0.130612,0.308906
0.953757,0.134023,0.308908
0.953757,0.137434,0.308907
0.953757,0.140844,0.308905
0.953757,0.144255,0.308901
0.953757,0.147666,0.308895
0.953757,0.151076,0.308887
0.953757,0.154487,0.308876
0.953757,0.157898,0.308862
0.953757,0.161308,0.308846
0.953757,0.164719,0.308827
0.953757,0.16813,0.308805
0.953757,0.17154,0.308781
0.953757,0.174951,0.308753
0.953757,0.178362,0.308723
0.953757,0.181772,0.308689
0.953757,0.185183,0.308653
0.953757,0.188594,0.308614
0.953757,0.192004,0.308572
0.953757,0.195415,0.308529
0.953757,0.198826,0.308482
0.953757,0.202237,0.308435
0.953757,0.205647,0.308385
0.953757,0.209058,0.308334
0.953757,0.212469,0.308282
0.953757,0.215879,0.30823
0.953757,0.21929,0.308177
0.953757,0.222701,0.308125
0.953757,0.226111,0.308073
0.953757,0.229522,0.308022
0.953757,0.232933,0.307972
0.953757,0.236343,0.307923
0.953757,0.239754,0.307876
0.953757,0.243165,0.307831
0.953757,0.246575,0.307788
0.971502,0.0794521,0.308339
0.971502,0.0828627,0.308404
0.971502,0.0862734,0.308474
0.971502,0.0896841,0.308547
0.971502,0.0930948,0.308625
0.971502,0.0965055,0.308708
0.971502,0.0999161,0.308794
0.971502,0.103327,0.308884
0.971502,0.106737,0.308977
0.971502,0.110148,0.309073
0.971502,0.113559,0.30917
0.971502,0.11697,0.309269
0.971502,0.12038,0.309369
0.971502,0.123791,0.309468
0.971502,0.127202,0.309566
0.971502,0.130612,0.309663
0.971502,0.134023,0.309757
0.971502,0.137434,0.309847
0.971502,0.140844,0.309934
0.971502,0.144255,0.310015
0.971502,0.147666,0.310092
0.971502,0.151076,0.310163
0.971502,0.154487,0.310228
0.971502,0.157898,0.310286
0.971502,0.161308,0.310338
0.971502,0.164719,0.310384
0.971502,0.16813,0.310422
0.971502,0.17154,0.310454
0.971502,0.174951,0.31048
0.971502,0.178362,0.310498
0.971502,0.181772,0.310511
0.971502,0.185183,0.310518
0.971502,0.188594,0.310519
0.971502,0.192004,0.310515
0.971502,0.195415,0.310506
0.971502,0.198826,0.310493
0.971502,0.202237,0.310476
0.971502,0.205647,0.310455
0.971502,0.209058,0.310431
0.971502,0.212469,0.310405
0.971502,0.215879,0.310376
0.971502,0.21929,0.310346
0.971502,0.222701,0.310315
0.971502,0.226111,0.310283
0.971502,0.229522,0.310251
0.971502,0.232933,0.310219
0.971502,0.236343,0.310187
0.971502,0.239754,0.310155
0.971502,0.243165,0.310125
0.971502,0.246575,0.310096
0.989246,0.0794521,0.309025
0.989246,0.0828627,0.309139
0.989246,0.0862734,0.30926
0.989246,0.0896841,0.30939
0.989246,0.0930948,0.309527
0.989246,0.0965055,0.309672
0.989246,0.0999161,0.309824
0.989246,0.103327,0.309982
0.989246,0.106737,0.310146
0.989246,0.110148,0.310315
0.989246,0.113559,0.310487
0.989246,0.11697,0.310663
0.989246,0.12038,0.31084
0.989246,0.123791,0.311017
0.989246,0.127202,0.311192
0.989246,0.130612,0.311366
0.989246,0.134023,0.311535
0.989246,0.137434,0.311699
0.989246,0.140844,0.311857
0.989246,0.144255,0.312008
0.989246,0.147666,0.312151
0.989246,0.151076,0.312285
0.989246,0.154487,0.312409
0.989246,0.157898,0.312524
0.989246,0.161308,0.312628
0.989246,0.164719,0.312722
0.989246,0.16813,0.312806
0.989246,0.17154,0.312879
0.989246,0.174951,0.312942
0.989246,0.178362,0.312996
0.989246,0.181772,0.31304
0.989246,0.185183,0.313075
0.989246,0.188594,0.313101
0.989246,0.192004,0.31312
0.989246,0.195415,0.313131
0.989246,0.198826,0.313136
0.989246,0.202237,0.313134
0.989246,0.205647,0.313127
0.989246,0.209058,0.313116
0.989246,0.212469,0.3131
0.989246,0.215879,0.313081
0.989246,0.21929,0.313059
0.989246,0.222701,0.313035
0.989246,0.226111,0.313009
0.989246,0.229522,0.312982
0.989246,0.232933,0.312954
0.989246,0.236343,0.312926
0.989246,0.239754,0.312898
0.989246,0.243165,0.312871
0.989246,0.246575,0.312844
1.00699,0.0794521,0.310685
1.00699,0.0828627,0.310837
1.00699,0.0862734,0.310999
1.00699,0.0896841,0.311172
1.00699,0.0930948,0.311356
1.00699,0.0965055,0.31155
1.00699,0.0999161,0.311753
1.00699,0.103327,0.311965
1.00699,0.106737,0.312184
1.00699,0.110148,0.31241
1.00699,0.113559,0.312641
1.00699,0.11697,0.312876
1.00699,0.12038,0.313113
1.00699,0.123791,0.313351
1.00699,0.127202,0.313586
1.00699,0.130612,0.313819
1.00699,0.134023,0.314046
1.00699,0.137434,0.314267
1.00699,0.140844,0.31448
1.00699,0.144255,0.314683
1.00699,0.147666,0.314876
1.00699,0.151076,0.315057
1.00699,0.154487,0.315225
1.00699,0.157898,0.315381
1.00699,0.161308,0.315523
1.00699,0.164719,0.315651
1.00699,0.16813,0.315766
1.00699,0.17154,0.315867
1.00699,0.174951,0.315955
1.00699,0.178362,0.316031
1.00699,0.181772,0.316094
1.00699,0.185183,0.316145
1.00699,0.188594,0.316185
1.00699,0.192004,0.316215
1.00699,0.195415,0.316235
1.00699,0.198826,0.316246
1.00699,0.202237,0.316249
1.00699,0.205647,0.316245
1.00699,0.209058,0.316235
1.00699,0.212469,0.31622
1.00699,0.215879,0.3162
1.00699,0.21929,0.316176
1.00699,0.222701,0.316149
1.00699,0.226111,0.316119
1.00699,0.229522,0.316088
1.00699,0.232933,0.316056
1.00699,0.236343,0.316024
1.00699,0.239754,0.315991
1.00699,0.243165,0.315959
1.00699,0.246575,0.315927
1.02473,0.0794521,0.313151
1.02473,0.0828627,0.313328
1.02473,0.0862734,0.313518
1.02473,0.0896841,0.31372
1.02473,0.0930948,0.313934
1.02473,0.0965055,0.31416
1.02473,0.0999161,0.314397
1.02473,0.103327,0.314644
1.02473,0.106737,0.314901
1.02473,0.110148,0.315164
1.02473,0.113559,0.315434
1.02473,0.11697,0.315708
1.02473,0.12038,0.315985
1.02473,0.123791,0.316262
1.02473,0.127202,0.316537
1.02473,0.130612,0.316808
1.02473,0.134023,0.317073
1.02473,0.137434,0.317331
1.02473,0.140844,0.317579
1.02473,0.144255,0.317817
1.02473,0.147666,0.318041
1.02473,0.151076,0.318253
1.02473,0.154487,0.31845
1.02473,0.157898,0.318631
1.02473,0.161308,0.318797
1.02473,0.164719,0.318947
1.02473,0.16813,0.319082
1.02473,0.17154,0.3192
1.02473,0.174951,0.319303
1.02473,0.178362,0.319391
1.02473,0.181772,0.319465
1.02473,0.185183,0.319525
1.02473,0.188594,0.319572
1.02473,0.192004,0.319606
1.02473,0.195415,0.31963
1.02473,0.198826,0.319642
1.02473,0.202237,0.319646
1.02473,0.205647,0.319641
1.02473,0.209058,0.319628
1.02473,0.212469,0.319609
1.02473,0.215879,0.319584
1.02473,0.21929,0.319555
1.02473,0.222701,0.319522
1.02473,0.226111,0.319486
1.02473,0.229522,0.319448
1.02473,0.232933,0.319408
1.02473,0.236343,0.319368
1.02473,0.239754,0.319328
1.02473,0.243165,0.319288
1.02473,0.246575,0.319249
1.04248,0.0794521,0.316321
1.04248,0.0828627,0.316507
1.04248,0.0862734,0.316707
1.04248,0.0896841,0.316919
1.04248,0.0930948,0.317144
1.04248,0.0965055,0.317381
1.04248,0.0999161,0.31763
1.04248,0.103327,0.31789
1.04248,0.106737,0.318159
1.04248,0.110148,0.318436
1.04248,0.113559,0.318719
1.04248,0.11697,0.319007
1.04248,0.12038,0.319297
1.04248,0.123791,0.319587
1.04248,0.127202,0.319876
1.04248,0.130612,0.320161
1.04248,0.134023,0.320439
1.04248,0.137434,0.32071
1.04248,0.140844,0.320971
1.04248,0.144255,0.32122
1.04248,0.147666,0.321456
1.04248,0.151076,0.321678
1.04248,0.154487,0.321885
1.04248,0.157898,0.322076
1.04248,0.161308,0.322251
1.04248,0.164719,0.322409
1.04248,0.16813,0.32255
1.04248,0.17154,0.322676
1.04248,0.174951,0.322784
1.04248,0.178362,0.322877
1.04248,0.181772,0.322955
1.04248,0.185183,0.323018
1.04248,0.188594,0.323068
1.04248,0.192004,0.323104
1.04248,0.195415,0.323129
1.04248,0.198826,0.323142
1.04248,0.202237,0.323145
1.04248,0.205647,0.323138
1.04248,0.209058,0.323124
1.04248,0.212469,0.323102
1.04248,0.215879,0.323074
1.04248,0.21929,0.323041
1.04248,0.222701,0.323004
1.04248,0.226111,0.322963
1.04248,0.229522,0.32292
1.04248,0.232933,0.322875
1.04248,0.236343,0.322829
1.04248,0.239754,0.322783
1.04248,0.243165,0.322737
1.04248,0.246575,0.322692
1.06022,0.0794521,0.320177
1.06022,0.0828627,0.320352
1.06022,0.0862734,0.32054
1.06022,0.0896841,0.32074
1.06022,0.0930948,0.320951
1.06022,0.0965055,0.321175
1.06022,0.0999161,0.321409
1.06022,0.103327,0.321653
1.06022,0.106737,0.321906
1.06022,0.110148,0.322166
1.06022,0.113559,0.322433
1.06022,0.11697,0.322703
1.06022,0.12038,0.322976
1.06022,0.123791,0.323249
1.06022,0.127202,0.32352
1.06022,0.130612,0.323788
1.06022,0.134023,0.32405
1.06022,0.137434,0.324304
1.06022,0.140844,0.324549
1.06022,0.144255,0.324784
1.06022,0.147666,0.325006
1.06022,0.151076,0.325214
1.06022,0.154487,0.325409
1.06022,0.157898,0.325589
1.06022,0.161308,0.325753
1.06022,0.164719,0.325902
1.06022,0.16813,0.326035
1.06022,0.17154,0.326153
1.06022,0.174951,0.326255
1.06022,0.178362,0.326342
1.06022,0.181772,0.326415
1.06022,0.185183,0.326474
1.06022,0.188594,0.32652
1.06022,0.192004,0.326553
1.06022,0.195415,0.326574
1.06022,0.198826,0.326585
1.06022,0.202237,0.326585
1.06022,0.205647,0.326577
1.06022,0.209058,0.32656
1.06022,0.212469,0.326536
1.06022,0.215879,0.326506
1.06022,0.21929,0.32647
1.06022,0.222701,0.32643
1.06022,0.226111,0.326387
1.06022,0.229522,0.32634
1.06022,0.232933,0.326292
1.06022,0.236343,0.326243
1.06022,0.239754,0.326193
1.06022,0.243165,0.326144
1.06022,0.246575,0.326095
1.07797,0.0794521,0.324756
1.07797,0.0828627,0.324898
1.07797,0.0862734,0.325051
1.07797,0.0896841,0.325213
1.07797,0.0930948,0.325385
1.07797,0.0965055,0.325567
1.07797,0.0999161,0.325757
1.07797,0.103327,0.325955
1.07797,0.106737,0.32616
1.07797,0.110148,0.326371
1.07797,0.113559,0.326587
1.07797,0.11697,0.326807
1.07797,0.12038,0.327028
1.07797,0.123791,0.327249
1.07797,0.127202,0.327469
1.07797,0.130612,0.327685
1.07797,0.134023,0.327897
1.07797,0.137434,0.328102
1.07797,0.140844,0.3283
1.07797,0.144255,0.328488
1.07797,0.147666,0.328667
1.07797,0.151076,0.328834
1.07797,0.154487,0.32899
1.07797,0.157898,0.329133
1.07797,0.161308,0.329264
1.07797,0.164719,0.329382
1.07797,0.16813,0.329486
1.07797,0.17154,0.329577
1.07797,0.174951,0.329656
1.07797,0.178362,0.329722
1.07797,0.181772,0.329775
1.07797,0.185183,0.329817
1.07797,0.188594,0.329847
1.07797,0.192004,0.329867
1.07797,0.195415,0.329876
1.07797,0.198826,0.329876
1.07797,0.202237,0.329867
1.07797,0.205647,0.329849
1.07797,0.209058,0.329824
1.07797,0.212469,0.329793
1.07797,0.215879,0.329756
1.07797,0.21929,0.329713
1.07797,0.222701,0.329667
1.07797,0.226111,0.329617
1.07797,0.229522,0.329565
1.07797,0.232933,0.32951
1.07797,0.236343,0.329455
1.07797,0.239754,0.329399
1.07797,0.243165,0.329343
1.07797,0.246575,0.329288
1.09571,0.0794521,0.330101
1.09571,0.0828627,0.330189
1.09571,0.0862734,0.330283
1.09571,0.0896841,0.330383
1.09571,0.0930948,0.330489
1.09571,0.0965055,0.330601
1.09571,0.0999161,0.330718
1.09571,0.103327,0.33084
1.09571,0.106737,0.330966
1.09571,0.110148,0.331096
1.09571,0.113559,0.331228
1.09571,0.11697,0.331362
1.09571,0.12038,0.331497
1.09571,0.123791,0.331632
1.09571,0.127202,0.331765
1.09571,0.130612,0.331897
1.09571,0.134023,0.332024
1.09571,0.137434,0.332147
1.09571,0.140844,0.332265
1.09571,0.144255,0.332377
1.09571,0.147666,0.332482
1.09571,0.151076,0.332579
1.09571,0.154487,0.332668
1.09571,0.157898,0.332749
1.09571,0.161308,0.33282
1.09571,0.164719,0.332883
1.09571,0.16813,0.332936
1.09571,0.17154,0.33298
1.09571,0.174951,0.333015
1.09571,0.178362,0.333041
1.09571,0.181772,0.333057
1.09571,0.185183,0.333065
1.09571,0.188594,0.333064
1.09571,0.192004,0.333055
1.09571,0.195415,0.333038
1.09571,0.198826,0.333013
1.09571,0.202237,0.332982
1.09571,0.205647,0.332943
1.09571,0.209058,0.332899
1.09571,0.212469,0.332848
1.09571,0.215879,0.332793
1.09571,0.21929,0.332734
1.09571,0.222701,0.332671
1.09571,0.226111,0.332605
1.09571,0.229522,0.332537
1.09571,0.232933,0.332467
1.09571,0.236343,0.332396
1.09571,0.239754,0.332325
1.09571,0.243165,0.332255
1.09571,0.246575,0.332185
1.11346,0.0794521,0.336219
1.11346,0.0828627,0.336233
1.11346,0.0862734,0.336249
1.11346,0.0896841,0.336265
1.11346,0.0930948,0.336282
1.11346,0.0965055,0.3363
1.11346,0.0999161,0.336318
1.11346,0.103327,0.336337
1.11346,0.106737,0.336356
1.11346,0.110148,0.336376
1.11346,0.113559,0.336395
1.11346,0.11697,0.336414
1.11346,0.12038,0.336432
1.11346,0.123791,0.33645
1.11346,0.127202,0.336467
1.11346,0.130612,0.336482
1.11346,0.134023,0.336495
1.11346,0.137434,0.336507
1.11346,0.140844,0.336516
1.11346,0.144255,0.336522
1.11346,0.147666,0.336526
1.11346,0.151076,0.336527
1.11346,0.154487,0.336524
1.11346,0.157898,0.336517
1.11346,0.161308,0.336507
1.11346,0.164719,0.336493
1.11346,0.16813,0.336475
1.11346,0.17154,0.336452
1.11346,0.174951,0.336424
1.11346,0.178362,0.336392
1.11346,0.181772,0.336355
1.11346,0.185183,0.336313
1.11346,0.188594,0.336265
1.11346,0.192004,0.336213
1.11346,0.195415,0.336156
1.11346,0.198826,0.336093
1.11346,0.202237,0.336025
1.11346,0.205647,0.335953
1.11346,0.209058,0.335876
1.11346,0.212469,0.335794
1.11346,0.215879,0.335709
1.11346,0.21929,0.33562
1.11346,0.222701,0.335528
1.11346,0.226111,0.335433
1.11346,0.229522,0.335337
1.11346,0.232933,0.335239
1.11346,0.236343,0.335141
1.11346,0.239754,0.335042
1.11346,0.243165,0.334944
1.11346,0.246575,0.334848
1.1312,0.0794521,0.343074
1.1312,0.0828627,0.343
1.1312,0.0862734,0.342922
1.1312,0.0896841,0.342838
1.1312,0.0930948,0.342748
1.1312,0.0965055,0.342654
1.1312,0.0999161,0.342554
1.1312,0.103327,0.342449
1.1312,0.106737,0.34234
1.1312,0.110148,0.342227
1.1312,0.113559,0.342111
1.1312,0.11697,0.341991
1.1312,0.12038,0.34187
1.1312,0.123791,0.341746
1.1312,0.127202,0.341622
1.1312,0.130612,0.341498
1.1312,0.134023,0.341373
1.1312,0.137434,0.34125
1.1312,0.140844,0.341127
1.1312,0.144255,0.341007
1.1312,0.147666,0.340888
1.1312,0.151076,0.340772
1.1312,0.154487,0.340658
1.1312,0.157898,0.340547
1.1312,0.161308,0.340437
1.1312,0.164719,0.34033
1.1312,0.16813,0.340224
1.1312,0.17154,0.34012
1.1312,0.174951,0.340017
1.1312,0.178362,0.339914
1.1312,0.181772,0.339812
1.1312,0.185183,0.339709
1.1312,0.188594,0.339606
1.1312,0.192004,0.339501
1.1312,0.195415,0.339394
1.1312,0.198826,0.339285
1.1312,0.202237,0.339174
1.1312,0.205647,0.33906
1.1312,0.209058,0.338943
1.1312,0.212469,0.338823
1.1312,0.215879,0.338701
1.1312,0.21929,0.338575
1.1312,0.222701,0.338446
1.1312,0.226111,0.338315
1.1312,0.229522,0.338182
1.1312,0.232933,0.338047
1.1312,0.236343,0.337912
1.1312,0.239754,0.337776
1.1312,0.243165,0.337641
1.1312,0.246575,0.337506
1.14894,0.0794521,0.350598
1.14894,0.0828627,0.350429
1.14894,0.0862734,0.350248
1.14894,0.0896841,0.350054
1.14894,0.0930948,0.349848
1.14894,0.0965055,0.34963
1.14894,0.0999161,0.349401
1.14894,0.103327,0.349161
1.14894,0.106737,0.348911
1.14894,0.110148,0.348653
1.14894,0.113559,0.348387
1.14894,0.11697,0.348115
1.14894,0.12038,0.347838
1.14894,0.123791,0.347559
1.14894,0.127202,0.347279
1.14894,0.130612,0.347
1.14894,0.134023,0.346723
1.14894,0.137434,0.346449
1.14894,0.140844,0.346181
1.14894,0.144255,0.34592
1.14894,0.147666,0.345666
1.14894,0.151076,0.34542
1.14894,0.154487,0.345182
1.14894,0.157898,0.344954
1.14894,0.161308,0.344735
1.14894,0.164719,0.344525
1.14894,0.16813,0.344324
1.14894,0.17154,0.344132
1.14894,0.174951,0.343947
1.14894,0.178362,0.343768
1.14894,0.181772,0.343597
1.14894,0.185183,0.34343
1.14894,0.188594,0.343268
1.14894,0.192004,0.34311
1.14894,0.195415,0.342954
1.14894,0.198826,0.3428
1.14894,0.202237,0.342647
1.14894,0.205647,0.342494
1.14894,0.209058,0.342341
1.14894,0.212469,0.342186
1.14894,0.215879,0.34203
1.14894,0.21929,0.341872
1.14894,0.222701,0.341712
1.14894,0.226111,0.341549
1.14894,0.229522,0.341385
1.14894,0.232933,0.341218
1.14894,0.236343,0.341049
1.14894,0.239754,0.340879
1.14894,0.243165,0.340709
1.14894,0.246575,0.340538
1.16669,0.0794521,0.358699
1.16669,0.0828627,0.358434
1.16669,0.0862734,0.358148
1.16669,0.0896841,0.357844
1.16669,0.0930948,0.357519
1.16669,0.0965055,0.357176
1.16669,0.0999161,0.356815
1.16669,0.103327,0.356436
1.16669,0.106737,0.356042
1.16669,0.110148,0.355634
1.16669,0.113559,0.355215
1.16669,0.11697,0.354786
1.16669,0.12038,0.35435
1.16669,0.123791,0.353909
1.16669,0.127202,0.353468
1.16669,0.130612,0.353028
1.16669,0.134023,0.352592
1.16669,0.137434,0.352164
1.16669,0.140844,0.351744
1.16669,0.144255,0.351336
1.16669,0.147666,0.35094
1.16669,0.151076,0.35056
1.16669,0.154487,0.350195
1.16669,0.157898,0.349846
1.16669,0.161308,0.349514
1.16669,0.164719,0.349199
1.16669,0.16813,0.348901
1.16669,0.17154,0.348619
1.16669,0.174951,0.348352
1.16669,0.178362,0.348099
1.16669,0.181772,0.347861
1.16669,0.185183,0.347634
1.16669,0.188594,0.347419
1.16669,0.192004,0.347213
1.16669,0.195415,0.347016
1.16669,0.198826,0.346826
1.16669,0.202237,0.346642
1.16669,0.205647,0.346463
1.16669,0.209058,0.346287
1.16669,0.212469,0.346114
1.16669,0.215879,0.345942
1.16669,0.21929,0.345771
1.16669,0.222701,0.3456
1.16669,0.226111,0.345427
1.16669,0.229522,0.345254
1.16669,0.232933,0.345079
1.16669,0.236343,0.344903
1.16669,0.239754,0.344724
1.16669,0.243165,0.344545
1.16669,0.246575,0.344364
1.18443,0.0794521,0.367244
1.18443,0.0828627,0.366885
1.18443,0.0862734,0.366499
1.18443,0.0896841,0.366087
1.18443,0.0930948,0.365648
1.18443,0.0965055,0.365183
1.18443,0.0999161,0.364693
1.18443,0.103327,0.36418
1.18443,0.106737,0.363645
1.18443,0.110148,0.363092
1.18443,0.113559,0.362522
1.18443,0.11697,0.361939
1.18443,0.12038,0.361346
1.18443,0.123791,0.360748
1.18443,0.127202,0.360148
1.18443,0.130612,0.35955
1.18443,0.134023,0.358959
1.18443,0.137434,0.358376
1.18443,0.140844,0.357807
1.18443,0.144255,0.357254
1.18443,0.147666,0.35672
1.18443,0.151076,0.356206
1.18443,0.154487,0.355716
1.18443,0.157898,0.355249
1.18443,0.161308,0.354806
1.18443,0.164719,0.354389
1.18443,0.16813,0.353997
1.18443,0.17154,0.353628
1.18443,0.174951,0.353284
1.18443,0.178362,0.352962
1.18443,0.181772,0.352662
1.18443,0.185183,0.352382
1.18443,0.188594,0.35212
1.18443,0.192004,0.351876
1.18443,0.195415,0.351647
1.18443,0.198826,0.351432
1.18443,0.202237,0.351229
1.18443,0.205647,0.351037
1.18443,0.209058,0.350855
1.18443,0.212469,0.350681
1.18443,0.215879,0.350513
1.18443,0.21929,0.35035
1.18443,0.222701,0.350192
1.18443,0.226111,0.350037
1.18443,0.229522,0.349885
1.18443,0.232933,0.349734
1.18443,0.236343,0.349585
1.18443,0.239754,0.349436
1.18443,0.243165,0.349288
1.18443,0.246575,0.349139
1.20218,0.0794521,0.376031
1.20218,0.0828627,0.375582
1.20218,0.0862734,0.375099
1.20218,0.0896841,0.374582
1.20218,0.0930948,0.374032
1.20218,0.0965055,0.37345
1.20218,0.0999161,0.372837
1.20218,0.103327,0.372194
1.20218,0.106737,0.371524
1.20218,0.110148,0.37083
1.20218,0.113559,0.370116
1.20218,0.11697,0.369386
1.20218,0.12038,0.368644
1.20218,0.123791,0.367895
1.20218,0.127202,0.367144
1.20218,0.130612,0.366396
1.20218,0.134023,0.365656
1.20218,0.137434,0.364928
1.20218,0.140844,0.364217
1.20218,0.144255,0.363527
1.20218,0.147666,0.362861
1.20218,0.151076,0.362222
1.20218,0.154487,0.361612
1.20218,0.157898,0.361033
1.20218,0.161308,0.360486
1.20218,0.164719,0.359972
1.20218,0.16813,0.359491
1.20218,0.17154,0.359041
1.20218,0.174951,0.358623
1.20218,0.178362,0.358235
1.20218,0.181772,0.357876
1.20218,0.185183,0.357545
1.20218,0.188594,0.35724
1.20218,0.192004,0.356958
1.20218,0.195415,0.356699
1.20218,0.198826,0.35646
1.20218,0.202237,0.356239
1.20218,0.205647,0.356036
1.20218,0.209058,0.355848
1.20218,0.212469,0.355673
1.20218,0.215879,0.355511
1.20218,0.21929,0.355359
1.20218,0.222701,0.355216
1.20218,0.226111,0.355082
1.20218,0.229522,0.354955
1.20218,0.232933,0.354834
1.20218,0.236343,0.354718
1.20218,0.239754,0.354606
1.20218,0.243165,0.354499
1.20218,0.246575,0.354395
1.21992,0.0794521,0.384815
1.21992,0.0828627,0.384271
1.21992,0.0862734,0.383688
1.21992,0.0896841,0.383065
1.21992,0.0930948,0.382402
1.21992,0.0965055,0.381701
1.21992,0.0999161,0.380963
1.21992,0.103327,0.38019
1.21992,0.106737,0.379386
1.21992,0.110148,0.378554
1.21992,0.113559,0.377699
1.21992,0.11697,0.376825
1.21992,0.12038,0.375938
1.21992,0.123791,0.375044
1.21992,0.127202,0.374149
1.21992,0.130612,0.373258
1.21992,0.134023,0.372378
1.21992,0.137434,0.371514
1.21992,0.140844,0.37067
1.21992,0.144255,0.369853
1.21992,0.147666,0.369065
1.21992,0.151076,0.36831
1.21992,0.154487,0.36759
1.21992,0.157898,0.366908
1.21992,0.161308,0.366264
1.21992,0.164719,0.36566
1.21992,0.16813,0.365094
1.21992,0.17154,0.364567
1.21992,0.174951,0.364078
1.21992,0.178362,0.363624
1.21992,0.181772,0.363206
1.21992,0.185183,0.36282
1.21992,0.188594,0.362465
1.21992,0.192004,0.362139
1.21992,0.195415,0.361839
1.21992,0.198826,0.361564
1.21992,0.202237,0.361311
1.21992,0.205647,0.361079
1.21992,0.209058,0.360865
1.21992,0.212469,0.360667
1.21992,0.215879,0.360485
1.21992,0.21929,0.360316
1.21992,0.222701,0.360158
1.21992,0.226111,0.360011
1.21992,0.229522,0.359873
1.21992,0.232933,0.359742
1.21992,0.236343,0.359619
1.21992,0.239754,0.359502
1.21992,0.243165,0.35939
1.21992,0.246575,0.359282
1.23767,0.0794521,0.393401
1.23767,0.0828627,0.392751
